Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-19903,Road Construction,Basharatpur,Medium,In-Progress,2024-08-06,,
CMPL-19904,Sewerage,Civil Lines,High,Resolved,2026-01-09,2026-03-01,51.0
CMPL-19905,Street Light,Golghar,Low,Pending,2025-04-30,,
CMPL-19906,Road Construction,Civil Lines,Medium,In-Progress,2025-12-30,,
CMPL-19907,Road Construction,Civil Lines,High,Pending,2025-01-15,,
CMPL-19908,Street Light,Golghar,High,In-Progress,2025-05-02,,
CMPL-19909,Garbage Collection,Basharatpur,High,Pending,2025-03-17,,
CMPL-19910,Street Light,Golghar,High,Pending,2024-08-05,,
CMPL-19911,Water Supply,Basharatpur,Medium,Resolved,2024-12-29,2025-02-18,51.0
CMPL-19912,Water Supply,Mohaddipur,Medium,Pending,2025-06-03,,
CMPL-19913,Garbage Collection,Civil Lines,Low,Pending,2026-02-27,,
CMPL-19914,Road Construction,Basharatpur,High,Pending,2025-07-01,,
CMPL-19915,Sewerage,Indra Nagar,Low,Pending,2024-07-11,,
CMPL-19916,Garbage Collection,Basharatpur,Low,Pending,2024-09-04,,
CMPL-19917,Road Construction,Mohaddipur,Medium,Pending,2026-01-15,,
CMPL-19918,Sewerage,Golghar,Low,Resolved,2025-09-28,2025-10-29,31.0
CMPL-19919,Water Supply,Golghar,Low,Pending,2025-04-12,,
CMPL-19920,Sewerage,Civil Lines,High,In-Progress,2024-06-26,,
CMPL-19921,Road Construction,Golghar,Low,In-Progress,2025-08-07,,
CMPL-19922,Sewerage,Mohaddipur,Low,In-Progress,2024-08-31,,
CMPL-19923,Water Supply,Indra Nagar,Medium,Pending,2024-06-03,,
CMPL-19924,Garbage Collection,Golghar,Medium,Resolved,2026-04-05,2026-05-19,44.0
CMPL-19925,Road Construction,Civil Lines,Low,Pending,2025-12-18,,
CMPL-19926,Sewerage,Basharatpur,High,Pending,2024-07-05,,
CMPL-19927,Garbage Collection,Basharatpur,High,Resolved,2025-10-28,2025-12-03,36.0
CMPL-19928,Street Light,Basharatpur,High,In-Progress,2025-09-14,,
CMPL-19929,Water Supply,Golghar,Low,Pending,2025-02-03,,
CMPL-19930,Road Construction,Civil Lines,High,Pending,2026-02-13,,
CMPL-19931,Water Supply,Golghar,High,Pending,2024-04-26,,
CMPL-19932,Road Construction,Mohaddipur,Low,Resolved,2024-09-01,2024-12-24,114.0
CMPL-19933,Garbage Collection,Mohaddipur,Low,Pending,2025-02-21,,
CMPL-19934,Sewerage,Mohaddipur,High,Pending,2025-08-17,,
CMPL-19935,Street Light,Civil Lines,Medium,In-Progress,2024-07-13,,
CMPL-19936,Street Light,Civil Lines,High,Pending,2025-09-20,,
CMPL-19937,Water Supply,Mohaddipur,Medium,In-Progress,2024-12-15,,
CMPL-19938,Road Construction,Indra Nagar,Low,In-Progress,2024-06-21,,
CMPL-19939,Street Light,Civil Lines,Medium,Resolved,2024-06-03,2024-06-09,6.0
CMPL-19940,Water Supply,Golghar,High,Pending,2025-06-11,,
CMPL-19941,Street Light,Civil Lines,High,Pending,2024-09-25,,
CMPL-19942,Sewerage,Mohaddipur,High,In-Progress,2024-04-28,,
CMPL-19943,Garbage Collection,Basharatpur,Low,Pending,2024-09-19,,
CMPL-19944,Street Light,Basharatpur,Low,In-Progress,2026-02-11,,
CMPL-19945,Water Supply,Civil Lines,High,Resolved,2025-06-16,2025-07-01,15.0
CMPL-19946,Road Construction,Indra Nagar,High,In-Progress,2024-08-09,,
CMPL-19947,Street Light,Indra Nagar,Low,In-Progress,2025-02-02,,
CMPL-19948,Garbage Collection,Indra Nagar,Medium,Pending,2025-07-26,,
CMPL-19949,Garbage Collection,Mohaddipur,High,In-Progress,2025-08-17,,
CMPL-19950,Sewerage,Civil Lines,Medium,Resolved,2025-10-01,2025-10-07,6.0
CMPL-19951,Sewerage,Basharatpur,High,Pending,2025-07-07,,
CMPL-19952,Road Construction,Golghar,Low,In-Progress,2024-06-02,,
CMPL-19953,Street Light,Civil Lines,High,Pending,2025-04-24,,
CMPL-19954,Road Construction,Golghar,Medium,Pending,2024-12-19,,
CMPL-19955,Garbage Collection,Golghar,High,In-Progress,2025-12-28,,
CMPL-19956,Road Construction,Mohaddipur,Medium,Pending,2026-04-10,,
CMPL-19957,Sewerage,Civil Lines,Medium,In-Progress,2025-10-28,,
CMPL-19958,Sewerage,Indra Nagar,Low,Resolved,2025-08-15,2025-08-30,15.0
CMPL-19959,Water Supply,Golghar,Medium,Pending,2025-10-30,,
CMPL-19960,Sewerage,Basharatpur,High,Resolved,2025-03-28,2025-04-12,15.0
CMPL-19961,Sewerage,Mohaddipur,Low,Resolved,2025-09-07,2025-10-20,43.0
CMPL-19962,Street Light,Golghar,High,Pending,2025-11-29,,
CMPL-19963,Sewerage,Civil Lines,Medium,Resolved,2025-12-16,2026-01-07,22.0
CMPL-19964,Street Light,Mohaddipur,High,Resolved,2024-05-28,2024-06-06,9.0
CMPL-19965,Road Construction,Indra Nagar,High,Pending,2025-05-17,,
CMPL-19966,Road Construction,Civil Lines,High,In-Progress,2024-10-10,,
CMPL-19967,Sewerage,Basharatpur,Medium,Resolved,2025-06-16,2025-07-17,31.0
CMPL-19968,Water Supply,Indra Nagar,Low,Resolved,2024-06-02,2024-06-07,5.0
CMPL-19969,Road Construction,Civil Lines,Low,Pending,2024-04-26,,
CMPL-19970,Garbage Collection,Civil Lines,Low,In-Progress,2025-04-10,,
CMPL-19971,Street Light,Mohaddipur,Medium,Pending,2024-09-04,,
CMPL-19972,Road Construction,Civil Lines,High,In-Progress,2025-01-31,,
CMPL-19973,Street Light,Civil Lines,Medium,Pending,2025-12-08,,
CMPL-19974,Sewerage,Indra Nagar,Low,In-Progress,2025-01-21,,
CMPL-19975,Water Supply,Basharatpur,Medium,Pending,2024-11-07,,
CMPL-19976,Road Construction,Mohaddipur,High,Pending,2026-04-13,,
CMPL-19977,Sewerage,Basharatpur,Low,In-Progress,2025-12-06,,
CMPL-19978,Street Light,Mohaddipur,Low,Resolved,2025-09-02,2025-09-04,2.0
CMPL-19979,Water Supply,Civil Lines,High,In-Progress,2024-07-20,,
CMPL-19980,Sewerage,Indra Nagar,High,In-Progress,2024-06-19,,
CMPL-19981,Street Light,Basharatpur,Low,In-Progress,2025-10-17,,
CMPL-19982,Water Supply,Golghar,Medium,Pending,2025-01-17,,
CMPL-19983,Street Light,Civil Lines,Medium,In-Progress,2024-09-11,,
CMPL-19984,Water Supply,Golghar,High,Pending,2025-12-10,,
CMPL-19985,Garbage Collection,Golghar,Low,In-Progress,2026-01-17,,
CMPL-19986,Water Supply,Golghar,Low,In-Progress,2024-11-27,,
CMPL-19987,Water Supply,Civil Lines,High,Resolved,2025-10-26,2025-12-12,47.0
CMPL-19988,Water Supply,Golghar,Low,Pending,2025-05-12,,
CMPL-19989,Road Construction,Basharatpur,Medium,Pending,2024-06-03,,
CMPL-19990,Water Supply,Civil Lines,Low,Resolved,2025-12-06,2025-12-13,7.0
CMPL-19991,Water Supply,Indra Nagar,Medium,Pending,2025-01-16,,
CMPL-19992,Road Construction,Civil Lines,Low,In-Progress,2025-06-15,,
CMPL-19993,Sewerage,Golghar,Low,Resolved,2024-06-08,2024-07-11,33.0
CMPL-19994,Sewerage,Golghar,Medium,Resolved,2025-12-14,2026-01-08,25.0
CMPL-19995,Sewerage,Golghar,Medium,Resolved,2025-01-13,2025-02-10,28.0
CMPL-19996,Garbage Collection,Civil Lines,High,Resolved,2024-08-22,2024-09-25,34.0
CMPL-19997,Garbage Collection,Golghar,Medium,Pending,2025-08-01,,
CMPL-19998,Water Supply,Mohaddipur,Medium,In-Progress,2024-11-19,,
CMPL-19999,Garbage Collection,Golghar,High,Resolved,2025-11-19,2025-12-12,23.0
CMPL-20000,Road Construction,Basharatpur,Medium,Resolved,2025-06-16,2025-11-29,166.0
CMPL-20001,Street Light,Indra Nagar,High,Pending,2024-12-17,,
CMPL-20002,Sewerage,Indra Nagar,Low,Pending,2024-05-11,,
CMPL-20003,Garbage Collection,Basharatpur,Low,Resolved,2024-06-14,2024-06-20,6.0
CMPL-20004,Road Construction,Civil Lines,Low,In-Progress,2024-09-12,,
CMPL-20005,Sewerage,Civil Lines,Low,Resolved,2026-01-08,2026-01-14,6.0
CMPL-20006,Sewerage,Golghar,Low,In-Progress,2026-04-05,,
CMPL-20007,Street Light,Mohaddipur,Medium,In-Progress,2025-10-03,,
CMPL-20008,Street Light,Basharatpur,Low,Resolved,2026-02-25,2026-03-12,15.0
CMPL-20009,Water Supply,Mohaddipur,Low,In-Progress,2026-03-22,,
CMPL-20010,Sewerage,Civil Lines,Low,In-Progress,2024-11-04,,
CMPL-20011,Road Construction,Golghar,Medium,Pending,2024-05-02,,
CMPL-20012,Sewerage,Indra Nagar,Medium,Resolved,2024-09-18,2024-10-07,19.0
CMPL-20013,Water Supply,Indra Nagar,High,Resolved,2024-09-05,2024-10-21,46.0
CMPL-20014,Road Construction,Mohaddipur,Low,Resolved,2024-10-07,2025-01-04,89.0
CMPL-20015,Street Light,Golghar,High,Pending,2024-12-09,,
CMPL-20016,Road Construction,Civil Lines,High,Resolved,2026-04-02,2026-08-07,127.0
CMPL-20017,Garbage Collection,Basharatpur,High,In-Progress,2025-10-09,,
CMPL-20018,Sewerage,Mohaddipur,Medium,In-Progress,2024-09-21,,
CMPL-20019,Street Light,Basharatpur,Low,Resolved,2025-12-09,2025-12-18,9.0
CMPL-20020,Road Construction,Indra Nagar,Low,Resolved,2026-01-18,2026-06-03,136.0
CMPL-20021,Road Construction,Basharatpur,Low,Pending,2025-08-26,,
CMPL-20022,Garbage Collection,Basharatpur,High,In-Progress,2024-10-06,,
CMPL-20023,Water Supply,Basharatpur,Medium,Resolved,2025-03-16,2025-05-07,52.0
CMPL-20024,Road Construction,Basharatpur,High,In-Progress,2024-04-21,,
CMPL-20025,Garbage Collection,Mohaddipur,Medium,Pending,2024-12-23,,
CMPL-20026,Garbage Collection,Civil Lines,Medium,In-Progress,2025-07-05,,
CMPL-20027,Garbage Collection,Basharatpur,High,In-Progress,2025-04-30,,
CMPL-20028,Street Light,Indra Nagar,Medium,In-Progress,2025-11-30,,
CMPL-20029,Garbage Collection,Indra Nagar,Medium,Resolved,2025-12-26,2026-01-29,34.0
CMPL-20030,Road Construction,Civil Lines,Medium,Pending,2024-05-14,,
CMPL-20031,Street Light,Golghar,High,Pending,2025-09-28,,
CMPL-20032,Road Construction,Mohaddipur,High,Resolved,2024-10-19,2025-01-02,75.0
CMPL-20033,Road Construction,Indra Nagar,High,Pending,2025-01-02,,
CMPL-20034,Sewerage,Indra Nagar,Low,Resolved,2026-03-14,2026-04-03,20.0
CMPL-20035,Sewerage,Indra Nagar,Medium,Pending,2025-10-05,,
CMPL-20036,Sewerage,Civil Lines,Medium,In-Progress,2024-12-23,,
CMPL-20037,Road Construction,Civil Lines,Low,Resolved,2026-02-23,2026-05-23,89.0
CMPL-20038,Garbage Collection,Golghar,High,In-Progress,2026-01-12,,
CMPL-20039,Sewerage,Basharatpur,Medium,In-Progress,2026-02-20,,
CMPL-20040,Street Light,Civil Lines,Medium,Resolved,2025-06-06,2025-06-11,5.0
CMPL-20041,Sewerage,Civil Lines,High,Pending,2024-10-25,,
CMPL-20042,Street Light,Basharatpur,Low,Pending,2024-06-02,,
CMPL-20043,Street Light,Golghar,Low,Resolved,2025-12-20,2025-12-24,4.0
CMPL-20044,Road Construction,Golghar,Low,Pending,2026-02-09,,
CMPL-20045,Water Supply,Mohaddipur,Medium,In-Progress,2024-11-11,,
CMPL-20046,Street Light,Basharatpur,Medium,Resolved,2024-08-21,2024-09-01,11.0
CMPL-20047,Water Supply,Civil Lines,High,Resolved,2024-07-30,2024-09-15,47.0
CMPL-20048,Water Supply,Indra Nagar,Medium,Pending,2025-06-02,,
CMPL-20049,Road Construction,Mohaddipur,High,Resolved,2026-03-28,2026-09-11,167.0
CMPL-20050,Water Supply,Mohaddipur,Medium,Pending,2025-02-18,,
CMPL-20051,Street Light,Indra Nagar,High,In-Progress,2024-09-04,,
CMPL-20052,Street Light,Indra Nagar,High,Pending,2024-11-16,,
CMPL-20053,Garbage Collection,Civil Lines,Medium,In-Progress,2024-10-20,,
CMPL-20054,Water Supply,Indra Nagar,High,In-Progress,2025-05-19,,
CMPL-20055,Road Construction,Indra Nagar,Medium,Pending,2025-10-29,,
CMPL-20056,Street Light,Civil Lines,High,Resolved,2025-03-10,2025-03-21,11.0
CMPL-20057,Water Supply,Golghar,Low,Resolved,2026-01-27,2026-03-02,34.0
CMPL-20058,Road Construction,Golghar,Medium,Resolved,2024-11-11,2025-01-06,56.0
CMPL-20059,Road Construction,Basharatpur,High,Resolved,2025-06-26,2025-08-01,36.0
CMPL-20060,Road Construction,Basharatpur,Low,Resolved,2024-12-25,2025-03-16,81.0
CMPL-20061,Road Construction,Mohaddipur,Medium,In-Progress,2024-05-18,,
CMPL-20062,Garbage Collection,Golghar,Medium,Resolved,2024-12-23,2025-02-04,43.0
CMPL-20063,Sewerage,Mohaddipur,High,Resolved,2025-08-05,2025-08-19,14.0
CMPL-20064,Water Supply,Basharatpur,High,In-Progress,2025-06-08,,
CMPL-20065,Garbage Collection,Mohaddipur,Medium,Pending,2025-02-13,,
CMPL-20066,Garbage Collection,Indra Nagar,High,Resolved,2025-01-12,2025-02-17,36.0
CMPL-20067,Water Supply,Indra Nagar,High,Pending,2025-10-11,,
CMPL-20068,Sewerage,Civil Lines,Medium,In-Progress,2024-12-06,,
CMPL-20069,Water Supply,Mohaddipur,Low,Pending,2025-05-15,,
CMPL-20070,Road Construction,Mohaddipur,High,Pending,2024-05-22,,
CMPL-20071,Water Supply,Golghar,High,Pending,2025-01-24,,
CMPL-20072,Garbage Collection,Civil Lines,Low,Pending,2026-04-14,,
CMPL-20073,Street Light,Mohaddipur,Medium,In-Progress,2026-02-12,,
CMPL-20074,Street Light,Indra Nagar,Low,Pending,2025-02-25,,
CMPL-20075,Sewerage,Mohaddipur,High,In-Progress,2024-06-10,,
CMPL-20076,Sewerage,Golghar,Low,In-Progress,2025-06-22,,
CMPL-20077,Sewerage,Mohaddipur,High,Resolved,2025-06-09,2025-06-29,20.0
CMPL-20078,Street Light,Golghar,Medium,In-Progress,2024-05-28,,
CMPL-20079,Garbage Collection,Basharatpur,Medium,Pending,2024-12-05,,
CMPL-20080,Street Light,Golghar,Low,In-Progress,2024-08-03,,
CMPL-20081,Garbage Collection,Civil Lines,High,Resolved,2026-03-26,2026-03-31,5.0
CMPL-20082,Garbage Collection,Golghar,High,Resolved,2024-11-29,2025-01-10,42.0
CMPL-20083,Garbage Collection,Indra Nagar,Low,Resolved,2024-12-30,2025-01-08,9.0
CMPL-20084,Sewerage,Golghar,Low,In-Progress,2026-01-28,,
CMPL-20085,Road Construction,Mohaddipur,Medium,Pending,2025-07-06,,
CMPL-20086,Street Light,Golghar,Medium,Pending,2024-06-19,,
CMPL-20087,Road Construction,Indra Nagar,High,Resolved,2025-06-09,2025-11-14,158.0
CMPL-20088,Water Supply,Basharatpur,Medium,Pending,2026-04-08,,
CMPL-20089,Street Light,Indra Nagar,Medium,Resolved,2024-08-01,2024-08-08,7.0
CMPL-20090,Road Construction,Civil Lines,High,Pending,2024-07-19,,
CMPL-20091,Water Supply,Mohaddipur,High,Resolved,2025-01-17,2025-02-15,29.0
CMPL-20092,Road Construction,Golghar,Medium,Resolved,2025-03-21,2025-09-09,172.0
CMPL-20093,Street Light,Golghar,Low,Pending,2025-05-12,,
CMPL-20094,Sewerage,Mohaddipur,Medium,In-Progress,2025-04-24,,
CMPL-20095,Road Construction,Civil Lines,High,In-Progress,2026-01-17,,
CMPL-20096,Water Supply,Basharatpur,High,Pending,2025-07-28,,
CMPL-20097,Garbage Collection,Indra Nagar,Low,Pending,2026-01-12,,
CMPL-20098,Road Construction,Golghar,Low,In-Progress,2024-08-05,,
CMPL-20099,Water Supply,Civil Lines,Low,Resolved,2024-10-03,2024-10-24,21.0
CMPL-20100,Road Construction,Basharatpur,High,In-Progress,2025-03-01,,
CMPL-20101,Water Supply,Indra Nagar,Medium,Resolved,2025-10-29,2025-12-25,57.0
CMPL-20102,Road Construction,Civil Lines,Medium,In-Progress,2025-06-28,,
CMPL-20103,Road Construction,Civil Lines,Medium,In-Progress,2025-08-28,,
CMPL-20104,Garbage Collection,Mohaddipur,Medium,Pending,2025-01-15,,
CMPL-20105,Garbage Collection,Civil Lines,Medium,In-Progress,2024-08-30,,
CMPL-20106,Road Construction,Basharatpur,Medium,Resolved,2024-05-14,2024-08-10,88.0
CMPL-20107,Sewerage,Civil Lines,Medium,In-Progress,2024-09-30,,
CMPL-20108,Sewerage,Indra Nagar,Low,Pending,2024-11-28,,
CMPL-20109,Road Construction,Golghar,High,Pending,2024-08-03,,
CMPL-20110,Street Light,Indra Nagar,Low,In-Progress,2025-06-01,,
CMPL-20111,Garbage Collection,Mohaddipur,Low,In-Progress,2024-05-10,,
CMPL-20112,Water Supply,Mohaddipur,Medium,Pending,2025-08-12,,
CMPL-20113,Street Light,Indra Nagar,Low,Resolved,2026-02-10,2026-02-18,8.0
CMPL-20114,Garbage Collection,Basharatpur,Low,Resolved,2025-12-31,2026-02-03,34.0
CMPL-20115,Street Light,Basharatpur,Low,Pending,2026-01-16,,
CMPL-20116,Sewerage,Golghar,High,In-Progress,2026-01-08,,
CMPL-20117,Sewerage,Golghar,Medium,In-Progress,2025-12-12,,
CMPL-20118,Road Construction,Basharatpur,Low,In-Progress,2025-10-13,,
CMPL-20119,Sewerage,Civil Lines,Medium,Resolved,2025-10-23,2025-11-12,20.0
CMPL-20120,Road Construction,Indra Nagar,Low,Pending,2026-03-04,,
CMPL-20121,Water Supply,Golghar,Medium,Resolved,2024-09-18,2024-10-23,35.0
CMPL-20122,Sewerage,Basharatpur,High,Resolved,2024-09-21,2024-11-07,47.0
CMPL-20123,Water Supply,Golghar,Medium,Pending,2026-02-09,,
CMPL-20124,Road Construction,Indra Nagar,Low,In-Progress,2026-03-24,,
CMPL-20125,Garbage Collection,Indra Nagar,High,In-Progress,2024-04-24,,
CMPL-20126,Water Supply,Mohaddipur,High,In-Progress,2025-10-29,,
CMPL-20127,Water Supply,Golghar,Low,In-Progress,2025-04-29,,
CMPL-20128,Sewerage,Basharatpur,Medium,Pending,2025-04-17,,
CMPL-20129,Garbage Collection,Indra Nagar,Medium,Pending,2025-02-10,,
CMPL-20130,Garbage Collection,Mohaddipur,High,Pending,2026-01-05,,
CMPL-20131,Sewerage,Basharatpur,Medium,In-Progress,2024-08-20,,
CMPL-20132,Sewerage,Indra Nagar,Low,Pending,2025-02-06,,
CMPL-20133,Garbage Collection,Basharatpur,Medium,Resolved,2026-03-06,2026-03-25,19.0
CMPL-20134,Water Supply,Basharatpur,Low,In-Progress,2025-09-17,,
CMPL-20135,Water Supply,Mohaddipur,Low,Pending,2025-06-24,,
CMPL-20136,Sewerage,Basharatpur,Medium,Resolved,2025-04-30,2025-06-15,46.0
CMPL-20137,Water Supply,Civil Lines,Medium,In-Progress,2025-07-01,,
CMPL-20138,Garbage Collection,Mohaddipur,Medium,In-Progress,2024-09-10,,
CMPL-20139,Street Light,Mohaddipur,High,Pending,2026-01-16,,
CMPL-20140,Sewerage,Indra Nagar,High,Pending,2026-02-09,,
CMPL-20141,Sewerage,Golghar,High,Resolved,2025-07-07,2025-08-21,45.0
CMPL-20142,Water Supply,Indra Nagar,Medium,In-Progress,2025-04-02,,
CMPL-20143,Garbage Collection,Mohaddipur,High,Resolved,2024-08-03,2024-09-20,48.0
CMPL-20144,Road Construction,Golghar,Medium,In-Progress,2024-09-22,,
CMPL-20145,Sewerage,Civil Lines,Low,Pending,2025-06-21,,
CMPL-20146,Garbage Collection,Golghar,High,In-Progress,2025-05-11,,
CMPL-20147,Garbage Collection,Civil Lines,High,In-Progress,2025-03-29,,
CMPL-20148,Sewerage,Civil Lines,Low,In-Progress,2025-01-07,,
CMPL-20149,Sewerage,Golghar,Medium,Pending,2025-03-07,,
CMPL-20150,Water Supply,Basharatpur,High,Resolved,2026-03-31,2026-04-10,10.0
CMPL-20151,Garbage Collection,Mohaddipur,Medium,Resolved,2025-12-31,2026-01-28,28.0
CMPL-20152,Garbage Collection,Indra Nagar,High,Resolved,2025-09-19,2025-10-27,38.0
CMPL-20153,Garbage Collection,Indra Nagar,High,Resolved,2026-03-18,2026-04-18,31.0
CMPL-20154,Street Light,Basharatpur,Low,Resolved,2024-06-27,2024-07-03,6.0
CMPL-20155,Sewerage,Golghar,High,Resolved,2024-09-20,2024-11-08,49.0
CMPL-20156,Road Construction,Civil Lines,Medium,Resolved,2025-05-22,2025-10-18,149.0
CMPL-20157,Water Supply,Indra Nagar,Low,Pending,2026-02-26,,
CMPL-20158,Road Construction,Indra Nagar,Low,Resolved,2025-02-21,2025-05-13,81.0
CMPL-20159,Street Light,Indra Nagar,Medium,In-Progress,2025-02-24,,
CMPL-20160,Water Supply,Basharatpur,Medium,In-Progress,2024-12-22,,
CMPL-20161,Garbage Collection,Indra Nagar,Medium,Resolved,2024-05-30,2024-06-11,12.0
CMPL-20162,Sewerage,Mohaddipur,High,Resolved,2026-04-13,2026-05-14,31.0
CMPL-20163,Garbage Collection,Mohaddipur,Low,Resolved,2025-06-03,2025-07-06,33.0
CMPL-20164,Sewerage,Mohaddipur,Low,Pending,2025-05-01,,
CMPL-20165,Water Supply,Basharatpur,High,In-Progress,2024-09-12,,
CMPL-20166,Street Light,Mohaddipur,Low,Pending,2024-07-20,,
CMPL-20167,Street Light,Golghar,High,In-Progress,2025-03-30,,
CMPL-20168,Sewerage,Golghar,Low,Pending,2025-05-29,,
CMPL-20169,Water Supply,Indra Nagar,Low,In-Progress,2026-01-25,,
CMPL-20170,Sewerage,Mohaddipur,Low,In-Progress,2025-12-28,,
CMPL-20171,Sewerage,Civil Lines,Low,In-Progress,2024-09-30,,
CMPL-20172,Garbage Collection,Basharatpur,High,Pending,2026-01-18,,
CMPL-20173,Sewerage,Basharatpur,Medium,Pending,2026-02-07,,
CMPL-20174,Sewerage,Indra Nagar,Low,In-Progress,2024-07-24,,
CMPL-20175,Water Supply,Golghar,High,In-Progress,2025-01-17,,
CMPL-20176,Road Construction,Basharatpur,Medium,Resolved,2024-09-23,2025-01-20,119.0
CMPL-20177,Road Construction,Basharatpur,High,Resolved,2026-02-13,2026-04-29,75.0
CMPL-20178,Garbage Collection,Mohaddipur,Medium,In-Progress,2024-09-07,,
CMPL-20179,Sewerage,Civil Lines,Medium,In-Progress,2025-09-08,,
CMPL-20180,Sewerage,Civil Lines,Medium,Pending,2026-02-13,,
CMPL-20181,Sewerage,Mohaddipur,Medium,Resolved,2025-03-13,2025-04-02,20.0
CMPL-20182,Street Light,Mohaddipur,Low,Pending,2026-01-08,,
CMPL-20183,Garbage Collection,Basharatpur,Medium,In-Progress,2025-05-03,,
CMPL-20184,Sewerage,Indra Nagar,High,Resolved,2026-03-24,2026-04-12,19.0
CMPL-20185,Water Supply,Golghar,High,In-Progress,2025-05-14,,
CMPL-20186,Water Supply,Golghar,Low,In-Progress,2025-06-26,,
CMPL-20187,Street Light,Indra Nagar,Medium,In-Progress,2025-01-04,,
CMPL-20188,Sewerage,Indra Nagar,Low,Pending,2025-07-20,,
CMPL-20189,Road Construction,Mohaddipur,Low,Pending,2026-01-05,,
CMPL-20190,Water Supply,Civil Lines,Low,Resolved,2025-04-11,2025-05-15,34.0
CMPL-20191,Sewerage,Indra Nagar,Low,Pending,2024-07-26,,
CMPL-20192,Road Construction,Golghar,Low,Pending,2025-09-30,,
CMPL-20193,Street Light,Basharatpur,Low,In-Progress,2025-09-09,,
CMPL-20194,Garbage Collection,Mohaddipur,Medium,Resolved,2026-03-06,2026-04-26,51.0
CMPL-20195,Water Supply,Civil Lines,Low,Pending,2025-01-01,,
CMPL-20196,Garbage Collection,Basharatpur,Medium,Resolved,2025-07-20,2025-08-21,32.0
CMPL-20197,Street Light,Golghar,High,Resolved,2025-06-28,2025-06-30,2.0
CMPL-20198,Sewerage,Civil Lines,High,Resolved,2025-05-06,2025-07-04,59.0
CMPL-20199,Water Supply,Golghar,Low,Pending,2025-08-17,,
CMPL-20200,Road Construction,Basharatpur,Medium,Pending,2025-01-27,,
CMPL-20201,Garbage Collection,Basharatpur,Low,Resolved,2025-09-30,2025-10-25,25.0
CMPL-20202,Road Construction,Golghar,Medium,Pending,2026-01-12,,
CMPL-20203,Water Supply,Basharatpur,High,Pending,2024-08-10,,
CMPL-20204,Street Light,Basharatpur,Low,Resolved,2024-11-24,2024-12-03,9.0
CMPL-20205,Road Construction,Golghar,Medium,In-Progress,2024-11-13,,
CMPL-20206,Street Light,Indra Nagar,Medium,In-Progress,2025-05-29,,
CMPL-20207,Street Light,Indra Nagar,High,Pending,2025-01-26,,
CMPL-20208,Street Light,Basharatpur,Low,Resolved,2024-12-10,2024-12-15,5.0
CMPL-20209,Sewerage,Golghar,Medium,Resolved,2025-11-10,2026-01-02,53.0
CMPL-20210,Water Supply,Mohaddipur,High,Pending,2024-10-25,,
CMPL-20211,Water Supply,Golghar,Low,Pending,2025-04-17,,
CMPL-20212,Sewerage,Mohaddipur,Medium,Pending,2024-06-15,,
CMPL-20213,Sewerage,Civil Lines,Low,Resolved,2025-02-08,2025-03-18,38.0
CMPL-20214,Garbage Collection,Golghar,High,Pending,2024-10-31,,
CMPL-20215,Street Light,Civil Lines,Low,Pending,2024-06-20,,
CMPL-20216,Road Construction,Basharatpur,Medium,In-Progress,2025-12-27,,
CMPL-20217,Road Construction,Basharatpur,Medium,Pending,2025-04-15,,
CMPL-20218,Garbage Collection,Mohaddipur,Low,Resolved,2024-09-09,2024-10-11,32.0
CMPL-20219,Road Construction,Basharatpur,Medium,Pending,2025-01-01,,
